Date,Demand,Temperature
1/31/2014 18:00,6.043,23.9
1/31/2014 19:00,5.627,22.25
1/31/2014 20:00,5.367,22
1/31/2014 21:00,4.866,21.7
1/31/2014 22:00,4.575,21.45
1/31/2014 23:00,4.728,20.55
2/1/2014 0:00,4.157,19
2/1/2014 1:00,3.795,18.85
2/1/2014 2:00,3.607,18.7
2/1/2014 3:00,3.537,19.05
2/1/2014 4:00,3.596,19.35
2/1/2014 5:00,3.803,19.35
2/1/2014 6:00,4.125,19.45
2/1/2014 7:00,4.398,19.6
2/1/2014 8:00,4.66,20.55
2/1/2014 9:00,4.853,22.4
2/1/2014 10:00,5.115,24.55
2/1/2014 11:00,5.412,26.9
2/1/2014 12:00,5.669,27.95
2/1/2014 13:00,5.93,28.5
2/1/2014 14:00,6.216,28.2
2/1/2014 15:00,6.466,29.05
2/1/2014 16:00,6.641,28.7
2/1/2014 17:00,6.605,28.8
2/1/2014 18:00,6.316,27.15
2/1/2014 19:00,5.821,24.9
2/1/2014 20:00,5.52,23.5
2/1/2014 21:00,5.016,23.35
2/1/2014 22:00,4.657,23
2/1/2014 23:00,4.746,22.3
2/2/2014 0:00,4.197,21.4
2/2/2014 1:00,3.823,20.7
2/2/2014 2:00,3.613,19.85
2/2/2014 3:00,3.505,19.4
2/2/2014 4:00,3.488,19.25
2/2/2014 5:00,3.532,18.7
2/2/2014 6:00,3.716,18.65
2/2/2014 7:00,4.011,20.2
2/2/2014 8:00,4.421,23.4
2/2/2014 9:00,4.836,26.4
2/2/2014 10:00,5.296,27.45
2/2/2014 11:00,5.766,29.15
2/2/2014 12:00,6.233,32.05
2/2/2014 13:00,6.646,34.5
2/2/2014 14:00,7.011,34.95
2/2/2014 15:00,7.38,36.55
2/2/2014 16:00,7.66,37.85
2/2/2014 17:00,7.804,38.4
2/2/2014 18:00,7.691,35.15
2/2/2014 19:00,7.364,34.05
2/2/2014 20:00,7.019,34.1
2/2/2014 21:00,6.26,33.1
2/2/2014 22:00,5.545,30.3
2/2/2014 23:00,5.437,29.3
2/3/2014 0:00,4.806,27.55
2/3/2014 1:00,4.457,26.6
2/3/2014 2:00,4.235,25.9
2/3/2014 3:00,4.172,25.5
2/3/2014 4:00,4.396,25.15
2/3/2014 5:00,5.002,25
2/3/2014 6:00,5.817,25.15
2/3/2014 7:00,6.266,27
2/3/2014 8:00,6.732,31.15
2/3/2014 9:00,7.049,32.75
2/3/2014 10:00,7.184,31.5
2/3/2014 11:00,7.085,26.9
2/3/2014 12:00,6.798,23.9
2/3/2014 13:00,6.632,23.15
2/3/2014 14:00,6.408,22.85
2/3/2014 15:00,6.218,21.5
2/3/2014 16:00,5.968,21.15
2/3/2014 17:00,5.544,21.3
2/3/2014 18:00,5.217,19.7
2/3/2014 19:00,4.964,18.8
2/3/2014 20:00,4.758,18.45
2/3/2014 21:00,4.328,18.3
2/3/2014 22:00,4.074,17.8
2/3/2014 23:00,4.367,16.85
2/4/2014 0:00,3.883,16.4
2/4/2014 1:00,3.536,16.15
2/4/2014 2:00,3.404,15.7
2/4/2014 3:00,3.396,15.5
2/4/2014 4:00,3.624,15.4
2/4/2014 5:00,4.271,15.3
2/4/2014 6:00,4.916,15.05
2/4/2014 7:00,4.953,15.65
2/4/2014 8:00,5.016,18.1
2/4/2014 9:00,5.048,19.2
2/4/2014 10:00,5.106,21.05
2/4/2014 11:00,5.124,22.35
2/4/2014 12:00,5.2,23.45
2/4/2014 13:00,5.244,24.85
2/4/2014 14:00,5.242,24.95
2/4/2014 15:00,5.341,25.55
2/4/2014 16:00,5.368,25.3
2/4/2014 17:00,5.166,24.25
2/4/2014 18:00,4.91,22.75
2/4/2014 19:00,4.762,20.85
2/4/2014 20:00,4.7,19.35
2/4/2014 21:00,4.276,18.25
2/4/2014 22:00,4.035,17.45
2/4/2014 23:00,4.318,17
2/5/2014 0:00,3.858,16.5
2/5/2014 1:00,3.55,16.1
2/5/2014 2:00,3.399,15.95
2/5/2014 3:00,3.382,15.3
2/5/2014 4:00,3.59,14.55
2/5/2014 5:00,4.261,14.25
2/5/2014 6:00,4.937,14.4
2/5/2014 7:00,4.994,15.55
2/5/2014 8:00,5.094,18.3
2/5/2014 9:00,5.168,20
2/5/2014 10:00,5.303,22.75
2/5/2014 11:00,5.41,25.45
2/5/2014 12:00,5.571,25.8
2/5/2014 13:00,5.74,26.35
2/5/2014 14:00,5.9,29.15
2/5/2014 15:00,6.177,30.45
2/5/2014 16:00,6.274,30.35
2/5/2014 17:00,6.039,29.6
2/5/2014 18:00,5.7,27.55
2/5/2014 19:00,5.389,25.55
2/5/2014 20:00,5.192,23.65
2/5/2014 21:00,4.672,22.95
2/5/2014 22:00,4.359,21.85
2/5/2014 23:00,4.614,20.7
2/6/2014 0:00,4.118,20.15
2/6/2014 1:00,3.805,19.3
2/6/2014 2:00,3.627,19
2/6/2014 3:00,3.646,18.4
2/6/2014 4:00,3.882,17.8
2/6/2014 5:00,4.47,17.75
2/6/2014 6:00,5.106,18
2/6/2014 7:00,5.274,20.8
2/6/2014 8:00,5.507,23.4
2/6/2014 9:00,5.711,25.75
2/6/2014 10:00,5.95,27.75
2/6/2014 11:00,6.2,29.6
2/6/2014 12:00,6.527,32.15
2/6/2014 13:00,6.884,32.9
2/6/2014 14:00,7.196,33.65
2/6/2014 15:00,7.615,34.3
2/6/2014 16:00,7.845,34.8
2/6/2014 17:00,7.759,35.05
2/6/2014 18:00,7.437,33.75
2/6/2014 19:00,7.059,33.25
2/6/2014 20:00,6.584,32.4
2/6/2014 21:00,5.742,31.25
2/6/2014 22:00,5.125,29.65
2/6/2014 23:00,5.139,28.55
2/7/2014 0:00,4.564,26.55
2/7/2014 1:00,4.218,25.95
2/7/2014 2:00,4.025,25
2/7/2014 3:00,4,24.4
2/7/2014 4:00,4.245,24.15
2/7/2014 5:00,4.783,24.15
2/7/2014 6:00,5.504,24.35
2/7/2014 7:00,5.92,26.9
2/7/2014 8:00,6.271,28.75
2/7/2014 9:00,6.549,30.35
2/7/2014 10:00,6.894,32.75
2/7/2014 11:00,7.231,34.25
2/7/2014 12:00,7.535,35.3
2/7/2014 13:00,7.597,28.4
2/7/2014 14:00,7.562,27.25
2/7/2014 15:00,7.609,26.6
2/7/2014 16:00,7.534,25.75
2/7/2014 17:00,7.118,25.35
2/7/2014 18:00,6.448,23.15
2/7/2014 19:00,5.963,21.55
2/7/2014 20:00,5.565,20.85
2/7/2014 21:00,5.005,20.55
2/7/2014 22:00,4.666,20.35
2/7/2014 23:00,4.85,20.55
2/8/2014 0:00,4.302,20.6
2/8/2014 1:00,3.905,19.9
2/8/2014 2:00,3.678,19.55
2/8/2014 3:00,3.61,19.2
2/8/2014 4:00,3.672,18.9
2/8/2014 5:00,3.869,18.85
2/8/2014 6:00,4.204,19.25
2/8/2014 7:00,4.541,21
2/8/2014 8:00,4.944,23.05
2/8/2014 9:00,5.265,25.35
2/8/2014 10:00,5.651,27.7
2/8/2014 11:00,6.09,31.05
2/8/2014 12:00,6.547,35.25
2/8/2014 13:00,6.935,35.1
2/8/2014 14:00,7.318,36.85
2/8/2014 15:00,7.625,39.25
2/8/2014 16:00,7.793,40
2/8/2014 17:00,7.76,39.45
2/8/2014 18:00,7.51,38.95
2/8/2014 19:00,7.145,37.75
2/8/2014 20:00,6.805,33.85
2/8/2014 21:00,6.103,30.4
2/8/2014 22:00,5.52,25.7
2/8/2014 23:00,5.462,25.4
2/9/2014 0:00,4.824,25.6
2/9/2014 1:00,4.444,28.15
2/9/2014 2:00,4.237,32.4
2/9/2014 3:00,4.157,31.85
2/9/2014 4:00,4.164,31.35
2/9/2014 5:00,4.275,31.2
2/9/2014 6:00,4.545,31.1
2/9/2014 7:00,5.033,31.95
2/9/2014 8:00,5.594,32.45
2/9/2014 9:00,6.176,35.2
2/9/2014 10:00,6.681,38.4
2/9/2014 11:00,6.628,35.85
2/9/2014 12:00,6.238,30.7
2/9/2014 13:00,6.039,27.85
2/9/2014 14:00,5.897,26.9
2/9/2014 15:00,5.832,26.65
2/9/2014 16:00,5.701,25.25
2/9/2014 17:00,5.483,24.45
2/9/2014 18:00,4.949,22.5
2/9/2014 19:00,4.589,22.05
2/9/2014 20:00,4.407,20
2/9/2014 21:00,4.027,19.75
2/9/2014 22:00,3.82,19.1
2/9/2014 23:00,4.075,18.5
2/10/2014 0:00,3.65,18.4
2/10/2014 1:00,3.388,17.4
2/10/2014 2:00,3.271,16.9
2/10/2014 3:00,3.268,16.8
2/10/2014 4:00,3.498,16.45
2/10/2014 5:00,4.086,16.05
2/10/2014 6:00,4.8,16.3
2/10/2014 7:00,4.933,17.45
2/10/2014 8:00,5.102,19.3
2/10/2014 9:00,5.126,20
2/10/2014 10:00,5.194,21.05
2/10/2014 11:00,5.26,22.8
2/10/2014 12:00,5.319,22.55
2/10/2014 13:00,5.364,23.3
2/10/2014 14:00,5.419,24.05
2/10/2014 15:00,5.559,23.1
2/10/2014 16:00,5.568,23.1
2/10/2014 17:00,5.332,22.5
2/10/2014 18:00,5.027,20.8
2/10/2014 19:00,4.864,19.55
2/10/2014 20:00,4.738,18.8
2/10/2014 21:00,4.303,18.2
2/10/2014 22:00,4.093,17.65
2/10/2014 23:00,4.379,17.75
2/11/2014 0:00,3.952,17.15
2/11/2014 1:00,3.632,16.55
2/11/2014 2:00,3.461,16.2
2/11/2014 3:00,3.446,16
2/11/2014 4:00,3.732,15.6
2/11/2014 5:00,4.294,15.15
2/11/2014 6:00,4.911,15.15
2/11/2014 7:00,5.021,16.25
2/11/2014 8:00,5.138,17.8
2/11/2014 9:00,5.223,19.15
2/11/2014 10:00,5.348,21
2/11/2014 11:00,5.479,22.8
2/11/2014 12:00,5.661,23.85
2/11/2014 13:00,5.832,24.25
2/11/2014 14:00,5.966,26.2
2/11/2014 15:00,6.178,25.65
2/11/2014 16:00,6.212,25.05
2/11/2014 17:00,5.949,23.85
2/11/2014 18:00,5.64,23.6
2/11/2014 19:00,5.449,23.1
2/11/2014 20:00,5.213,22.95
2/11/2014 21:00,4.678,22.55
2/11/2014 22:00,4.376,21.55
2/11/2014 23:00,4.601,20.45
2/12/2014 0:00,4.147,19.6
2/12/2014 1:00,3.815,18.7
2/12/2014 2:00,3.61,18.3
2/12/2014 3:00,3.605,18
2/12/2014 4:00,3.879,17.55
2/12/2014 5:00,4.468,17.3
2/12/2014 6:00,5.09,17.2
2/12/2014 7:00,5.226,17.95
2/12/2014 8:00,5.406,19.45
2/12/2014 9:00,5.561,21.1
2/12/2014 10:00,5.74,23.05
2/12/2014 11:00,5.899,24.65
2/12/2014 12:00,6.095,25.05
2/12/2014 13:00,6.272,25.85
2/12/2014 14:00,6.402,25.3
2/12/2014 15:00,6.61,26.65
2/12/2014 16:00,6.585,25.5
2/12/2014 17:00,6.265,25.9
2/12/2014 18:00,5.925,26.25
2/12/2014 19:00,5.747,25.3
2/12/2014 20:00,5.497,25.15
2/12/2014 21:00,4.932,23.6
2/12/2014 22:00,4.58,22.05
2/12/2014 23:00,4.763,21.7
2/13/2014 0:00,4.298,21.15
2/13/2014 1:00,4.026,20.55
2/13/2014 2:00,3.871,20.5
2/13/2014 3:00,3.827,20.2
2/13/2014 4:00,4.065,20.5
2/13/2014 5:00,4.643,20.6
2/13/2014 6:00,5.317,20.9
2/13/2014 7:00,5.494,21.7
2/13/2014 8:00,5.685,22
2/13/2014 9:00,5.814,22.25
2/13/2014 10:00,5.912,23.4
2/13/2014 11:00,5.999,23.9
2/13/2014 12:00,6.097,25.25
2/13/2014 13:00,6.176,26.2
2/13/2014 14:00,6.136,26
2/13/2014 15:00,6.131,25.3
2/13/2014 16:00,6.049,25.2
2/13/2014 17:00,5.796,25.3
2/13/2014 18:00,5.532,25.5
2/13/2014 19:00,5.475,25.35
2/13/2014 20:00,5.254,25.05
2/13/2014 21:00,4.742,24.85
2/13/2014 22:00,4.453,24.05
2/13/2014 23:00,4.66,23.15
2/14/2014 0:00,4.176,22.3
2/14/2014 1:00,3.895,21.9
2/14/2014 2:00,3.726,21.15
2/14/2014 3:00,3.717,20.3
2/14/2014 4:00,3.91,19.65
2/14/2014 5:00,4.479,19.7
2/14/2014 6:00,5.135,19.75
2/14/2014 7:00,5.306,20.25
2/14/2014 8:00,5.52,21.5
2/14/2014 9:00,5.672,23.6
2/14/2014 10:00,5.737,24.6
2/14/2014 11:00,5.785,25.9
2/14/2014 12:00,5.829,25.45
2/14/2014 13:00,5.893,24.85
2/14/2014 14:00,5.892,25.9
2/14/2014 15:00,5.921,26.15
2/14/2014 16:00,5.817,26.25
2/14/2014 17:00,5.557,26.35
2/14/2014 18:00,5.304,26.25
2/14/2014 19:00,5.234,25.85
2/14/2014 20:00,5.074,25.3
2/14/2014 21:00,4.656,24.6
2/14/2014 22:00,4.396,23.75
2/14/2014 23:00,4.599,22.25
2/15/2014 0:00,4.064,21.75
2/15/2014 1:00,3.749,21.45
2/15/2014 2:00,3.56,21.5
2/15/2014 3:00,3.475,21.3
2/15/2014 4:00,3.552,21.25
2/15/2014 5:00,3.783,21.2
2/15/2014 6:00,4.045,21.6
2/15/2014 7:00,4.258,22
2/15/2014 8:00,4.539,23.65
2/15/2014 9:00,4.762,25.2
2/15/2014 10:00,4.938,26.4
2/15/2014 11:00,5.049,25.5
2/15/2014 12:00,5.037,25.15
2/15/2014 13:00,5.066,26.95
2/15/2014 14:00,5.151,28.35
2/15/2014 15:00,5.197,25.65
2/15/2014 16:00,5.201,25
2/15/2014 17:00,5.132,25.5
2/15/2014 18:00,4.908,24.15
2/15/2014 19:00,4.725,22.9
2/15/2014 20:00,4.568,21.6
2/15/2014 21:00,4.222,21.75
2/15/2014 22:00,3.939,21.5
2/15/2014 23:00,4.215,21.55
2/16/2014 0:00,3.741,20.45
2/16/2014 1:00,3.38,19.5
2/16/2014 2:00,3.174,18.75
2/16/2014 3:00,3.076,18.65
2/16/2014 4:00,3.071,18.2
2/16/2014 5:00,3.172,17.3
2/16/2014 6:00,3.328,17.9
2/16/2014 7:00,3.427,18.05
2/16/2014 8:00,3.603,17.4
2/16/2014 9:00,3.738,16.85
2/16/2014 10:00,3.765,17.95
2/16/2014 11:00,3.777,20.55
2/16/2014 12:00,3.705,21.95
2/16/2014 13:00,3.69,22.6
2/16/2014 14:00,3.742,22.3
2/16/2014 15:00,3.859,22.4
2/16/2014 16:00,4.032,22.3
2/16/2014 17:00,4.113,21.1
2/16/2014 18:00,4.032,20.25
2/16/2014 19:00,4.066,19.2
2/16/2014 20:00,4.011,18.9
2/16/2014 21:00,3.712,18.6
2/16/2014 22:00,3.53,18.35
2/16/2014 23:00,3.905,17.7
2/17/2014 0:00,3.556,17.2
2/17/2014 1:00,3.283,16.85
2/17/2014 2:00,3.136,16.9
2/17/2014 3:00,3.146,16.8
2/17/2014 4:00,3.4,16.8
2/17/2014 5:00,4.009,16.6
2/17/2014 6:00,4.717,16.35
2/17/2014 7:00,4.827,17.2
2/17/2014 8:00,4.909,18.35
2/17/2014 9:00,4.973,19.55
2/17/2014 10:00,5.036,20.3
2/17/2014 11:00,5.079,21.6
2/17/2014 12:00,5.16,21.8
2/17/2014 13:00,5.228,23.3
2/17/2014 14:00,5.241,23.2
2/17/2014 15:00,5.343,24.55
2/17/2014 16:00,5.35,24.95
2/17/2014 17:00,5.184,24.9
2/17/2014 18:00,4.941,23.7
2/17/2014 19:00,4.797,22
2/17/2014 20:00,4.615,19.65
2/17/2014 21:00,4.16,18.25
2/17/2014 22:00,3.904,17.7
2/17/2014 23:00,4.213,17.25
2/18/2014 0:00,3.81,16.9
2/18/2014 1:00,3.528,16.55
2/18/2014 2:00,3.369,16.05
2/18/2014 3:00,3.381,16.45
2/18/2014 4:00,3.609,15.4
2/18/2014 5:00,4.178,14.9
2/18/2014 6:00,4.861,14.7
2/18/2014 7:00,4.918,16.1
2/18/2014 8:00,5.006,18.45
2/18/2014 9:00,5.102,19.8
2/18/2014 10:00,5.239,23
2/18/2014 11:00,5.385,25.25
2/18/2014 12:00,5.528,27.6
2/18/2014 13:00,5.724,27.9
2/18/2014 14:00,5.845,28.55
2/18/2014 15:00,6.048,29.45
2/18/2014 16:00,6.097,29.7
2/18/2014 17:00,5.838,29.35
2/18/2014 18:00,5.507,27
2/18/2014 19:00,5.267,23.55
2/18/2014 20:00,5.003,21.9
2/18/2014 21:00,4.462,20.75
2/18/2014 22:00,4.184,20.15
2/18/2014 23:00,4.431,19.6
2/19/2014 0:00,3.969,19.15
2/19/2014 1:00,3.66,18.8
2/19/2014 2:00,3.48,18.55
2/19/2014 3:00,3.47,18.2
2/19/2014 4:00,3.693,17.75
2/19/2014 5:00,4.313,17.65
2/19/2014 6:00,4.955,17.8
2/19/2014 7:00,5.083,18.75
2/19/2014 8:00,5.251,19.6
2/19/2014 9:00,5.268,20.45
2/19/2014 10:00,5.293,21.95
2/19/2014 11:00,5.285,23.7
2/19/2014 12:00,5.308,23.15
2/19/2014 13:00,5.349,24.15
2/19/2014 14:00,5.322,24.55
2/19/2014 15:00,5.328,21.4
2/19/2014 16:00,5.151,19.15
2/19/2014 17:00,4.975,19.05
2/19/2014 18:00,4.741,16.5
2/19/2014 19:00,4.678,15.9
2/19/2014 20:00,4.458,14.85
2/19/2014 21:00,4.056,15.3
2/19/2014 22:00,3.868,14.1
2/19/2014 23:00,4.226,13.8
2/20/2014 0:00,3.799,13.6
2/20/2014 1:00,3.428,13.45
2/20/2014 2:00,3.253,13.4
2/20/2014 3:00,3.228,13.05
2/20/2014 4:00,3.452,12.75
2/20/2014 5:00,4.04,12.8
2/20/2014 6:00,4.726,12.75
2/20/2014 7:00,4.709,13.6
2/20/2014 8:00,4.721,14.95
2/20/2014 9:00,4.741,16.1
2/20/2014 10:00,4.846,17.5
2/20/2014 11:00,4.864,18.5
2/20/2014 12:00,4.868,19.3
2/20/2014 13:00,4.836,19.4
2/20/2014 14:00,4.799,19.75
2/20/2014 15:00,4.89,19.4
2/20/2014 16:00,4.946,19.45
2/20/2014 17:00,4.8,19.45
2/20/2014 18:00,4.646,18.9
2/20/2014 19:00,4.693,17.65
2/20/2014 20:00,4.546,16.8
2/20/2014 21:00,4.117,15.9
2/20/2014 22:00,3.897,15.05
2/20/2014 23:00,4.259,14.55
2/21/2014 0:00,3.893,14.25
2/21/2014 1:00,3.505,13.8
2/21/2014 2:00,3.341,13.85
2/21/2014 3:00,3.334,13.7
2/21/2014 4:00,3.623,13.65
2/21/2014 5:00,4.24,13.35
2/21/2014 6:00,4.925,13.4
2/21/2014 7:00,4.986,14.05
2/21/2014 8:00,5.028,15
2/21/2014 9:00,4.987,16.65
2/21/2014 10:00,4.984,17.85
2/21/2014 11:00,4.975,18.45
2/21/2014 12:00,4.912,18.2
2/21/2014 13:00,4.833,18.9
2/21/2014 14:00,4.686,19.85
2/21/2014 15:00,4.71,20
2/21/2014 16:00,4.718,19.7
2/21/2014 17:00,4.577,18.8
2/21/2014 18:00,4.454,17.5
2/21/2014 19:00,4.532,16.6
2/21/2014 20:00,4.407,16.25
2/21/2014 21:00,4.064,16
2/21/2014 22:00,3.883,16.3
2/21/2014 23:00,4.221,16.4
2/22/2014 0:00,3.792,15.8
2/22/2014 1:00,3.445,15.85
2/22/2014 2:00,3.261,14.6
2/22/2014 3:00,3.221,14.65
2/22/2014 4:00,3.295,15.2
2/22/2014 5:00,3.521,14.9
2/22/2014 6:00,3.804,14.6
2/22/2014 7:00,4.038,15.15
2/22/2014 8:00,4.2,16
2/22/2014 9:00,4.226,16.35
2/22/2014 10:00,4.198,17
2/22/2014 11:00,4.182,18.3
2/22/2014 12:00,4.078,19.05
2/22/2014 13:00,4.018,19.3
2/22/2014 14:00,4.002,19.4
2/22/2014 15:00,4.066,18.65
2/22/2014 16:00,4.158,18.75
2/22/2014 17:00,4.154,19.1
2/22/2014 18:00,4.084,18.3
2/22/2014 19:00,4.104,17.95
2/22/2014 20:00,4.001,17.55
2/22/2014 21:00,3.773,16.9
2/22/2014 22:00,3.7,16.45
2/22/2014 23:00,4.078,15.85
2/23/2014 0:00,3.702,15.8
2/23/2014 1:00,3.349,15.65
2/23/2014 2:00,3.143,15.2
2/23/2014 3:00,3.052,14.7
2/23/2014 4:00,3.07,14.95
2/23/2014 5:00,3.181,15.25
2/23/2014 6:00,3.327,15.2
2/23/2014 7:00,3.44,15.8
2/23/2014 8:00,3.616,16.8
2/23/2014 9:00,3.678,17.9
2/23/2014 10:00,3.694,19.7
2/23/2014 11:00,3.71,21.05
2/23/2014 12:00,3.706,21.6
2/23/2014 13:00,3.764,22.55
2/23/2014 14:00,3.852,22.75
2/23/2014 15:00,4.009,22.9
2/23/2014 16:00,4.202,22.5
2/23/2014 17:00,4.323,21.95
2/23/2014 18:00,4.249,20.45
2/23/2014 19:00,4.275,19.6
2/23/2014 20:00,4.162,19.2
2/23/2014 21:00,3.848,18
2/23/2014 22:00,3.706,16.95
2/23/2014 23:00,4.06,16.45
2/24/2014 0:00,3.703,16.15
2/24/2014 1:00,3.401,15.6
2/24/2014 2:00,3.251,15.15
2/24/2014 3:00,3.239,15.25
2/24/2014 4:00,3.455,15.2
2/24/2014 5:00,4.041,14.75
2/24/2014 6:00,4.743,15.05
2/24/2014 7:00,4.815,15.6
2/24/2014 8:00,4.916,17.75
2/24/2014 9:00,4.931,18.45
2/24/2014 10:00,4.966,20.05
2/24/2014 11:00,5.063,21.35
2/24/2014 12:00,5.218,22.5
2/24/2014 13:00,5.381,23.55
2/24/2014 14:00,5.458,24.1
2/24/2014 15:00,5.55,22.6
2/24/2014 16:00,5.566,23.15
2/24/2014 17:00,5.376,24.1
2/24/2014 18:00,5.104,22.65
2/24/2014 19:00,5.022,21.25
2/24/2014 20:00,4.793,19.9
2/24/2014 21:00,4.335,19.1
2/24/2014 22:00,4.108,18.25
2/24/2014 23:00,4.41,17.75
2/25/2014 0:00,4.008,17.5
2/25/2014 1:00,3.666,16.6
2/25/2014 2:00,3.497,16.1
2/25/2014 3:00,3.464,15.85
2/25/2014 4:00,3.698,15.75
2/25/2014 5:00,4.333,15.7
2/25/2014 6:00,4.998,16.35
2/25/2014 7:00,5.094,19.6
2/25/2014 8:00,5.272,25.75
2/25/2014 9:00,5.459,27.8
2/25/2014 10:00,5.648,30.05
2/25/2014 11:00,5.853,32.35
2/25/2014 12:00,6.062,31.9
2/25/2014 13:00,6.258,32.45
2/25/2014 14:00,6.236,29.6
2/25/2014 15:00,6.226,28.85
2/25/2014 16:00,5.957,23.45
2/25/2014 17:00,5.455,21.1
2/25/2014 18:00,5.066,20.1
2/25/2014 19:00,4.968,20.1
2/25/2014 20:00,4.742,19.9
2/25/2014 21:00,4.304,19.3
2/25/2014 22:00,4.105,19.05
2/25/2014 23:00,4.41,18.85
